Boro-Block-Lot;CondoSection;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;GrossSqFt;EstimatedGrossIncome;GrossIncomePerSqFt;EstimatedExpense;ExpensePerSqFt;NetOperatingIncome;FullMarketValue;MarketValuePerSqFt
1-00569-7501;0154-R1;10 EAST 12 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;27;1907;66739;1799951;26.97;718779;10.77;1081172;7805999;116.96
1-00569-7502;0205-R1;8 EAST 12 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;12;1908;28097;757776;26.97;302580;10.77;455196;3286004;116.95
1-00569-7503;0248-R1;16 EAST 12 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;37;1910;52493;1510224;28.77;583722;11.12;926502;6957998;132.55
1-00569-7504;1028-R1;13 EAST 11 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;115;1903;60860;1799630;29.57;678589;11.15;1121041;8404981;138.1
1-00571-7501;0027-R1;7 EAST 13 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;39;1928;42384;1207096;28.48;471310;11.12;735786;5192000;122.5
1-00571-7503;1394-R1;10 EAST 14 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;7;1930;23079;560820;24.3;230790;10;330030;2400999;104.03
1-00571-7505;1694-R1;8 UNION SQUARE SOUTH;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;20;2006;36330;1718772;47.31;514796;14.17;1203976;9045002;248.97
1-00572-7501;0747-R1;12 WEST 9 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;23;1952;13256;386280;29.14;149793;11.3;236487;1672000;126.13
1-00572-7502;1256-R1;30 WEST 9 STREET;GREENWICH VILLAGE-CENTRAL;R2-CONDOMINIUM;18;1900;14398;419558;29.14;160106;11.12;259452;1947004;135.23
1-00573-7502;0089-R1;69 WEST 9 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;119;1959;94250;2537210;26.92;1036750;11;1500460;10842000;115.03
1-00575-7501;0515-R1;53 WEST 11 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;15;1900;9380;246694;26.3;92768;9.89;153926;1114000;118.76
1-00575-7502;1895-R1;31 WEST 11 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;17;1912;34118;897303;26.3;337427;9.89;559876;3882996;113.81
1-00576-7501;0003-R1;60 WEST 13 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;70;1966;82017;2359629;28.77;926792;11.3;1432837;10760004;131.19
1-00576-7502;0421-R1;59 WEST 12 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;105;1931;112050;4293756;38.32;1470096;13.12;2823660;21367002;190.69
1-00576-7503;0886-R1;8 WEST 13 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;30;1910;34168;1024698;29.99;429492;12.57;595206;4458000;130.47
1-00577-7502;1180-R1;65 WEST 13 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;77;1906;201330;6784821;33.7;2256909;11.21;4527912;33612001;166.95
1-00577-7504;2158-R1;14 WEST 14 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;30;2008;33170;1697641;51.18;469024;14.14;1228617;9230999;278.29
1-00584-7501;0743-R1;442 HUDSON STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;169;1925;100633;2727154;27.1;1106963;11;1620191;11693000;116.19
1-00587-7501;0293-R1;76 BEDFORD STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;30;1929;19320;513139;26.56;212520;11;300619;2174002;112.53
1-00589-7501;0048-R1;2 CORNELIA STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;43;1929;66282;2016961;30.43;764231;11.53;1252730;9369003;141.35
1-00590-7502;0608-R1;9 BARROW STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;86;1930;89510;2583259;28.86;1015939;11.35;1567320;10703000;119.57
1-00592-7501;0562-R1;1 SHERIDAN SQUARE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;45;1900;21494;630419;29.33;247181;11.5;383238;2673000;124.36
1-00593-7501;0663-R1;10 CHRISTOPHER STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;30;1910;21738;587361;27.02;234118;10.77;353243;2550000;117.31
1-00593-7502;1678-R1;147 WAVERLY PLACE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;18;1915;44820;1314571;29.33;380970;8.5;933601;7003000;156.25
1-00594-7502;1271-R1;20 RENWICK STREET;SOHO;R2-CONDOMINIUM;10;1890;5907;147439;24.96;60665;10.27;86774;632000;106.99
1-00594-7503;1399-R1;505 GREENWICH STREET;SOHO;R4-CONDOMINIUM;104;2003;196695;8491323;43.17;2655383;13.5;5835940;43975002;223.57
1-00594-7504;1379-R1;491 GREENWICH STREET;SOHO;R4-CONDOMINIUM;22;1915;65085;2809719;43.17;922254;14.17;1887465;14222002;218.51
1-00594-7505;1585-R1;255 HUDSON STREET;SOHO;R4-CONDOMINIUM;64;2005;94226;3799192;40.32;1224938;13;2574254;19452008;206.44
1-00594-7506;1580-R1;304 SPRING STREET;SOHO;R4-CONDOMINIUM;13;2005;29579;1302955;44.05;384527;13;918428;6915997;233.81
1-00594-7508;1882-R1;475 GREENWICH STREET;SOHO;R4-CONDOMINIUM;21;2007;40000;1485200;37.13;400000;10;1085200;7985000;199.63
1-00594-7509;2041-R1;22 RENWICK STREET;SOHO;R4-CONDOMINIUM;19;2008;31608;1302250;41.2;283208;8.96;1019042;7696000;243.48
1-00595-7502;1103-R1;468 GREENWICH STREET;SOHO;R4-CONDOMINIUM;12;1920;24850;922681;37.13;248500;10;674181;4961001;199.64
1-00595-7503;1238-R1;459 WASHINGTON STREET;SOHO;R4-CONDOMINIUM;12;1920;31613;850390;26.9;347743;11;502647;3632000;114.89
1-00595-7504;1616-R1;330 SPRING STREET;SOHO;R4-CONDOMINIUM;40;2005;68865;2893707;42.02;882849;12.82;2010858;15175997;220.37
1-00597-7501;0890-R1;95 VANDAM STREET;SOHO;R4-CONDOMINIUM;10;1901;19533;488911;25.03;205097;10.5;283814;2067000;105.82
1-00597-7502;1342-R1;104 CHARLTON STREET;SOHO;R4-CONDOMINIUM;14;1920;31930;943532;29.55;355062;11.12;588470;4412002;138.18
1-00601-7501;0542-R1;421 HUDSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;184;1920;212232;7046102;33.2;2546784;12;4499318;33435001;157.54
1-00601-7502;1352-R1;43 CLARKSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;6;1900;26000;863200;33.2;286000;11;577200;4297001;165.27
1-00602-7501;1368-R1;1 MORTON SQUARE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;142;2002;310000;13953100;45.01;4402000;14.2;9551100;71871998;231.85
1-00604-7501;0079-R1;162 CHRISTOPHER STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;83;1920;88227;2803854;31.78;1041079;11.8;1762775;13147005;149.01
1-00608-7501;0487-R1;175 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;214;1961;165160;6650000;40.26;2250000;13.62;4400000;31141996;188.56
1-00609-7502;0965-R1;116 WEST 14 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;19;1912;58507;1683246;28.77;353382;6.04;1329864;7468999;127.66
1-00610-7501;0366-R1;45 CHRISTOPHER STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;113;1931;120723;4467958;37.01;1041839;8.63;3426119;25215996;208.87
1-00612-7501;0530-R1;22 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;21;1987;18780;802282;42.72;181978;9.69;620304;4679002;249.15
1-00612-7502;0626-R1;25 CHARLES STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;30;1910;19715;713880;36.21;299077;15.17;414803;3059000;155.16
1-00612-7503;0698-R1;259 WEST 4 STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;25;1905;13997;529367;37.82;127373;9.1;401994;3043000;217.4
1-00612-7504;0850-R1;15 CHARLES STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;122;1964;92616;3600000;38.87;1240000;13.39;2360000;16715003;180.48
1-00612-7505;2061-R1;28 PERRY STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;17;1900;9720;362264;37.27;112363;11.56;249901;1837998;189.09
1-00616-7501;0445-R1;2 HORATIO STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;241;1931;209011;6002796;28.72;2142363;10.25;3860433;28993000;138.72
1-00618-7501;0447-R1;222 WEST 14 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;132;1987;101634;4415997;43.45;1114925;10.97;3301072;24869001;244.69
1-00618-7503;0907-R1;218 WEST 14 STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;10;1910;8739;364242;41.68;113257;12.96;250985;1770999;202.65
1-00618-7504;2051-R1;122 GREENWICH AVENUE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;30;2008;62138;2490000;40.07;685000;11.02;1805000;13623998;219.25
1-00619-7502;0746-R1;204 WEST 10 STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;29;1910;13177;426539;32.37;124918;9.48;301621;2245000;170.37
1-00620-7501;1087-R1;534 HUDSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;22;1998;41506;1713368;41.28;331633;7.99;1381735;10434002;251.39
1-00620-7502;1459-R1;223 WEST 10 STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;40;1893;22157;723648;32.66;251260;11.34;472388;3513999;158.6
1-00621-7503;1688-R1;382 BLEECKER STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;21;1914;13648;526403;38.57;168826;12.37;357577;2705002;198.2
1-00623-7501;0776-R1;295 WEST 11 STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;60;1920;32638;1299972;39.83;377622;11.57;922350;6972000;213.62
1-00624-7502;0106-R1;69 BANK STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;15;1983;27448;1031770;37.59;284361;10.36;747409;5494000;200.16
1-00624-7503;0439-R1;302 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;128;1910;138934;4922432;35.43;1424074;10.25;3498358;25860004;186.13
1-00624-7504;0640-R1;419 BLEECKER STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;87;1939;75154;2993384;39.83;869532;11.57;2123852;16055000;213.63
1-00625-7501;0363-R1;299 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;181;1930;159268;4801930;30.15;1624534;10.2;3177396;23793996;149.4
1-00629-7501;0469-R1;321 WEST 13 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;21;1907;30312;1207327;39.83;350710;11.57;856617;6474999;213.61
1-00629-7502;0544-R1;350 WEST 14 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;49;1962;32863;1184054;36.03;283279;8.62;900775;6645001;202.2
1-00629-7503;1057-R1;345 WEST 13 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;47;1920;123881;5460674;44.08;1521259;12.28;3939415;29664004;239.46
1-00629-7504;1120-R1;77 8 AVENUE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;11;1920;23425;1004230;42.87;244089;10.42;760141;5733001;244.74
1-00630-7502;0638-R1;513 HUDSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;8;1988;8129;360602;44.36;97060;11.94;263542;1860000;228.81
1-00631-7501;0018-R1;712 GREENWICH STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;20;1910;53943;1560000;28.92;550000;10.2;1010000;7062000;130.92
1-00631-7502;0376-R1;677 WASHINGTON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;77;1987;73176;3399025;46.45;948361;12.96;2450664;18422001;251.75
1-00632-7503;2005-R1;132 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;9;1990;22991;956426;41.6;208758;9.08;747668;5291999;230.18
1-00635-7501;0158-R1;33 BETHUNE STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;24;1930;42407;1689071;39.83;490649;11.57;1198422;9059003;213.62
1-00636-7501;1011-R1;296 WEST 10 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;24;1997;38871;2034508;52.34;573736;14.76;1460772;10926999;281.11
1-00636-7502;1542-R1;3 WEEHAWKEN STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;20;1900;11852;486643;41.06;144831;12.22;341812;2581004;217.77
1-00637-7501;0301-R1;155 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;32;1913;48708;1940040;39.83;563552;11.57;1376488;10405004;213.62
1-00637-7502;0473-R1;366 WEST 11 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;81;1987;60200;3150868;52.34;888552;14.76;2262316;16921999;281.1
1-00637-7504;1229-R1;176 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;23;2001;88141;4320672;49.02;1284214;14.57;3036458;22767000;258.3
1-00637-7505;1453-R1;165 CHARLES STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;29;2004;72225;3780257;52.34;1066041;14.76;2714216;20302010;281.09
1-00637-7508;2097-R1;166 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;20;1905;48620;2360000;48.54;495000;10.18;1865000;14003001;288.01
1-00638-7501;0576-R1;164 BANK STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;24;1988;21991;914826;41.6;199678;9.08;715148;5398996;245.51
1-00638-7502;1211-R1;359 WEST 11 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;18;1999;39213;1631261;41.6;356054;9.08;1275207;9626999;245.51
1-00640-7501;2060-R1;400 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;61;2007;177550;10202023;57.46;2734270;15.4;7467753;55613000;313.22
1-00641-7501;0329-R1;88 JANE STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;27;1910;20546;789583;38.43;183476;8.93;606107;4585999;223.21
1-00641-7503;2087-R1;385 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;12;2007;48890;2526635;51.68;679571;13.9;1847064;13823000;282.74
1-00642-7502;1066-R1;99 JANE STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;84;1997;147335;6311831;42.84;1695826;11.51;4616005;34817007;236.31
1-00643-7501;0314-R1;77 HORATIO STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;12;1910;11270;477848;42.4;126900;11.26;350948;2648000;234.96
1-00690-7501;1924-R1;520 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;25;2007;67671;2700073;39.9;607686;8.98;2092387;15815004;233.7
1-00691-7501;2074-R1;100 11 AVENUE;CHELSEA;R4-CONDOMINIUM;55;2007;137343;5500000;40.05;1665000;12.12;3835000;28938995;210.71
1-00693-7501;1134-R1;532 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;12;1930;28207;1123485;39.83;326355;11.57;797130;6025999;213.63
1-00694-7501;0964-R1;525 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;30;1930;72274;2878673;39.83;836210;11.57;2042463;15438999;213.62
1-00695-7502;1019-R1;521 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;6;1914;23702;944051;39.83;274232;11.57;669819;4740999;200.03
1-00695-7503;1466-R1;555 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;336;2005;272102;11841879;43.52;3308760;12.16;8533119;64280006;236.23
1-00695-7504;1523-R1;231 10 AVENUE;CHELSEA;R4-CONDOMINIUM;22;2004;49658;2219713;44.7;592420;11.93;1627293;12247999;246.65
1-00695-7505;1752-R1;519 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;11;2005;24000;1094640;45.61;187200;7.8;907440;6825003;284.38
1-00695-7506;2026-R1;200 11 AVENUE;CHELSEA;R4-CONDOMINIUM;16;2007;60964;2203239;36.14;601105;9.86;1602134;11817000;193.84
1-00696-7502;1982-R1;245 10 AVENUE;CHELSEA;R4-CONDOMINIUM;18;2007;49238;1658828;33.69;539156;10.95;1119672;8298001;168.53
1-00714-7501;1900-R1;450 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;181;2006;173100;7784307;44.97;2246838;12.98;5537469;41672990;240.75
1-00714-7501;1900-R2;450 WEST 17 STREET;CHELSEA;RR-CONDOMINIUM;288;2006;264402;7038381;26.62;2702188;10.22;4336193;21450000;81.13
1-00716-7501;1477-R1;444 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;42;1900;49892;2383341;47.77;376685;7.55;2006656;15070997;302.07
1-00716-7502;1566-R1;452 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;20;1920;22920;827979;36.12;262089;11.43;565890;4176999;182.24
1-00716-7503;1871-R1;447 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;47;2007;83950;3542690;42.2;1072881;12.78;2469809;18637000;222
1-00716-7504;1939-R1;459 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;10;2007;26615;1123153;42.2;340140;12.78;783013;5550003;208.53
1-00716-7505;2201-R1;456 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;22;2008;50490;2549240;50.49;548826;10.87;2000414;15008000;297.25
1-00717-7501;0572-R1;445 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;71;1989;54355;2293781;42.2;694657;12.78;1599124;12067006;222
1-00718-7501;2067-R1;177 9 AVENUE;CHELSEA;R9-CONDOMINIUM;54;2008;113082;5337470;47.2;1251818;11.07;4085652;30696000;271.45
1-00720-7501;0228-R1;420 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;39;1985;37431;1515207;40.48;490720;13.11;1024487;7293015;194.84
1-00720-7502;0368-R1;468 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;11;1900;8408;282593;33.61;113340;13.48;169253;1256998;149.5
1-00721-7501;0443-R1;465 WEST 23 STREET;CHELSEA;R9-CONDOMINIUM;713;1920;616965;27720237;44.93;11234933;18.21;16485304;124062000;201.08
1-00722-7501;1819-R1;420 WEST 25 STREET;CHELSEA;R4-CONDOMINIUM;79;1912;97500;4294875;44.05;1562925;16.03;2731950;20571999;210.99
1-00723-7501;1499-R1;263 9 AVENUE;CHELSEA;R4-CONDOMINIUM;52;1914;96088;3950178;41.11;826357;8.6;3123821;23590005;245.5
1-00734-7501;0054-R1;438 WEST 37 STREET;JAVITS CENTER;R4-CONDOMINIUM;52;1915;110799;2998221;27.06;1078074;9.73;1920147;13859998;125.09
1-00738-7501;0615-R1;85 8 AVENUE;CHELSEA;R9-CONDOMINIUM;117;1973;110995;4192281;37.77;1348589;12.15;2843692;21527000;193.95
1-00738-7502;1326-R1;366 WEST 15 STREET;CHELSEA;R4-CONDOMINIUM;22;1905;37402;1489722;39.83;432741;11.57;1056981;7990000;213.62
1-00745-7502;0739-R1;360 WEST 22 STREET;CHELSEA;R9-CONDOMINIUM;218;1963;196721;6143597;31.23;1375080;6.99;4768517;35605000;180.99
1-00745-7503;1044-R1;225 8 AVENUE;CHELSEA;R9-CONDOMINIUM;70;1998;66668;2610052;39.15;672013;10.08;1938039;14657000;219.85
1-00746-7502;0124-R1;344 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;44;1985;53937;2164492;40.13;537752;9.97;1626740;12294001;227.93
1-00746-7503;0206-R1;249 8 AVENUE;CHELSEA;R9-CONDOMINIUM;221;1931;151785;4480693;29.52;941067;6.2;3539626;26540000;174.85
1-00746-7504;0309-R1;305 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;26;1920;30908;1231066;39.83;357606;11.57;873460;6602999;213.63
1-00746-7505;0875-R1;322 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;11;1911;16083;687066;42.72;155844;9.69;531222;4006999;249.14
1-00746-7506;1441-R1;312 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;77;1948;36000;1433880;39.83;416520;11.57;1017360;7689994;213.61
1-00746-7507;2146-R1;350 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;14;1910;32450;1398920;43.11;344619;10.62;1054301;7906999;243.67
1-00751-7501;1328-R1;360 WEST 28 STREET;CHELSEA;R4-CONDOMINIUM;17;2002;15480;617652;39.9;139010;8.98;478642;3618000;233.72
1-00760-7501;1295-R1;315 WEST 36 STREET;FASHION;R4-CONDOMINIUM;20;1926;31962;1150952;36.01;316424;9.9;834528;6157002;192.64
1-00762-7501;0095-R1;319 WEST 38 STREET;FASHION;R2-CONDOMINIUM;16;1920;11685;353939;30.29;99089;8.48;254850;1908001;163.29
1-00762-7502;1863-R1;502 9 AVENUE;FASHION;R4-CONDOMINIUM;36;2005;34168;1302484;38.12;366281;10.72;936203;7085000;207.36
1-00764-7501;0656-R1;217 WEST 14 STREET;CHELSEA;R2-CONDOMINIUM;22;1930;16478;588429;35.71;192957;11.71;395472;2921999;177.33
1-00764-7502;0794-R1;221 WEST 14 STREET;CHELSEA;R2-CONDOMINIUM;34;1930;19979;713450;35.71;233954;11.71;479496;3543001;177.34
1-00766-7501;0276-R1;252 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;16;1985;19718;758946;38.49;166026;8.42;592920;4485999;227.51
1-00766-7502;0629-R1;124 8 AVENUE;CHELSEA;R4-CONDOMINIUM;156;1989;141673;5535164;39.07;2139262;15.1;3395902;25409983;179.36
1-00766-7503;1176-R1;206 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;11;1910;62304;2446678;39.27;539553;8.66;1907125;14422000;231.48
1-00766-7504;1899-R1;246 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;31;1926;68206;2610926;38.28;774138;11.35;1836788;13900001;203.79
1-00767-7502;0943-R1;257 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;32;1907;83519;3239702;38.79;881125;10.55;2358577;10274000;123.01
1-00767-7503;2000-R1;201 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;37;2000;63723;2689111;42.2;814380;12.78;1874731;14147000;222.01
1-00767-7504;1305-R1;224 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;31;2002;52645;2482738;47.16;536453;10.19;1946285;11990012;227.75
1-00768-7501;0249-R1;210 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;69;1939;51717;1990587;38.49;435457;8.42;1555130;10844996;209.7
1-00768-7502;0479-R1;140 7 AVENUE;CHELSEA;R4-CONDOMINIUM;109;1962;99750;3839378;38.49;839895;8.42;2999483;15289997;153.28
1-00768-7504;1442-R1;270 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;14;2004;23052;877359;38.06;208160;9.03;669199;5064999;219.72
1-00769-7503;0502-R1;160 7 AVENUE;CHELSEA;R9-CONDOMINIUM;197;1980;117094;4614675;39.41;900453;7.69;3714222;27000000;230.58
1-00769-7505;1239-R1;251 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;43;1910;82151;3206354;39.03;789471;9.61;2416883;17850002;217.28
1-00769-7506;1269-R1;217 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;12;2002;33378;1271368;38.09;322765;9.67;948603;7178998;215.08
1-00769-7508;1910-R1;241 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;19;2006;27784;1025230;36.9;296733;10.68;728497;5363000;193.02
1-00773-7501;1427-R1;200 WEST 24 STREET;CHELSEA;R4-CONDOMINIUM;20;2004;36967;1462045;39.55;433623;11.73;1028422;7775001;210.32
1-00773-7502;1476-R1;213 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;12;1900;44800;1651328;36.86;579712;12.94;1071616;7889998;176.12
1-00774-7501;1140-R1;252 7 AVENUE;CHELSEA;R4-CONDOMINIUM;351;1910;552679;24666064;44.63;5399674;9.77;19266390;145023999;262.4
1-00778-7501;1795-R1;261 WEST 28 STREET;FASHION;R4-CONDOMINIUM;52;2006;66978;2471488;36.9;715325;10.68;1756163;12928998;193.03
1-00779-7501;0290-R1;252 WEST 30 STREET;FASHION;R4-CONDOMINIUM;24;1927;52598;1870911;35.57;624338;11.87;1246573;9213001;175.16
1-00780-7501;0274-R1;406 8 AVENUE;FASHION;R4-CONDOMINIUM;29;1986;26864;955552;35.57;318876;11.87;636676;4704995;175.14
1-00790-7502;1222-R1;125 WEST 14 STREET;CHELSEA;RR-CONDOMINIUM;213;2001;180281;8718389;48.36;2084048;11.56;6634341;46757000;259.36
1-00790-7502;1222-R2;120 WEST 15 STREET;CHELSEA;RR-CONDOMINIUM;62;2001;97866;3452712;35.28;785864;8.03;2666848;19721000;201.51
1-00792-7503;0467-R1;130 WEST 17 STREET;CHELSEA;R9-CONDOMINIUM;14;1906;31650;934625;29.53;351793;11.12;582832;4015000;126.86
1-00792-7504;0710-R1;101 7 AVENUE;CHELSEA;R9-CONDOMINIUM;155;1930;138320;4890995;35.36;1712402;12.38;3178593;23500000;169.9
1-00793-7501;0069-R1;117 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;35;1900;61572;1930282;31.35;658205;10.69;1272077;9494998;154.21
1-00793-7502;0432-R1;120 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;9;1907;19713;757571;38.43;176037;8.93;581534;4122000;209.1
1-00793-7505;1234-R1;151 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;51;2001;111514;4214114;37.79;846391;7.59;3367723;25494003;228.62
1-00793-7506;1314-R1;144 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;18;1910;54708;2179020;39.83;632972;11.57;1546048;11686998;213.63
1-00793-7508;1921-R1;127 7 AVENUE;CHELSEA;R4-CONDOMINIUM;38;2008;70840;3500000;49.41;775000;10.94;2725000;19178001;270.72
1-00794-7501;1596-R1;130 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;64;2005;118000;4960000;42.03;1360000;11.53;3600000;25460999;215.77
1-00794-7502;1638-R1;163 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;26;2006;45457;1898739;41.77;400476;8.81;1498263;11309001;248.78
1-00795-7501;1552-R1;121 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;67;1903;120050;5800816;48.32;1559450;12.99;4241366;31818001;265.04
1-00796-7501;0393-R1;179 7 AVENUE;CHELSEA;R4-CONDOMINIUM;45;1987;31800;1126992;35.44;332628;10.46;794364;5871998;184.65
1-00796-7502;0781-R1;121 WEST 20 STREET;CHELSEA;R4-CONDOMINIUM;28;1875;41294;1644740;39.83;477772;11.57;1166968;8821002;213.61
1-00796-7503;1116-R1;129 WEST 20 STREET;CHELSEA;R4-CONDOMINIUM;15;1905;32085;1277946;39.83;371223;11.57;906723;6854000;213.62
1-00796-7504;1437-R1;655 6 AVENUE;CHELSEA;R4-CONDOMINIUM;49;1900;84890;4101885;48.32;1102721;12.99;2999164;20680008;243.61
1-00797-7501;1839-R1;125 WEST 21 STREET;CHELSEA;R4-CONDOMINIUM;52;2006;77419;3500000;45.21;813000;10.5;2687000;18963992;244.95
1-00797-7502;1122-R1;126 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;22;1911;58449;2267237;38.79;616637;10.55;1650600;12487002;213.64
