Boro-Block-Lot;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;AreaSqFt;GrossIncomePerSqFt;ExpensePerSqFt;NetOperatingIncomePerSqFt;FullMarketValue;MarketValuePerSqFt
1-01830-7501;266 WEST 115 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;15;2005;1345.6;23.71;10.65;-93297.34881;1921999;95.22
1-01830-7502;2110 FREDERICK DOUGLASS B;HARLEM-CENTRAL;R4-CONDOMINIUM;38;2008;1107.052632;25.41;6.35;-113498.6987;1127503;26.8
1-01831-7501;245 WEST 115 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;20;1900;392.6;24.83;8.32;-320318.7816;942000;119.97
1-01831-7502;247 WEST 115 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;36;2007;1366.666667;23.71;10.65;-92096.54209;4683998;95.2
1-01832-7501;26 WEST 97 STREET;MANHATTAN VALLEY;R4-CONDOMINIUM;20;1900;694.25;28.04;12.33;-181452.4952;1570001;113.07
1-01833-7501;382 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;414;1961;943.5458937;22.79;9.4;-133625.207;22549629;57.73
1-01833-7502;372 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;413;1961;945.8305085;26.81;8.42;-133416.7536;22549639;57.73
1-01833-7503;392 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;414;1960;943.5458937;26.81;8.42;-133854.3862;22549605;57.73
1-01833-7504;400 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;414;1960;943.5458937;26.81;8.42;-133968.9758;22549620;57.73
1-01833-7505;775 COLUMBUS AVENUE;MANHATTAN VALLEY;RR-CONDOMINIUM;56;2007;964.0178571;32.01;9.5;-131236.1557;9049000;167.62
1-01833-7506;795 COLUMBUS AVENUE;MANHATTAN VALLEY;RR-CONDOMINIUM;132;2007;967.8636364;31.87;8.47;-130826.403;38681000;302.77
1-01837-7501;418 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;88;1902;1000.681818;26.63;10.12;-126643.8906;10511993;119.37
1-01838-7501;420 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;60;1941;790;26.63;10.12;-160554.8851;3893996;82.15
1-01838-7502;425 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;61;1941;795.0819672;34.47;11.91;-159664.6447;5445011;112.27
1-01840-7501;110 MANHATTAN AVENUE;MANHATTAN VALLEY;R2-CONDOMINIUM;77;1986;1139.376623;28.24;9.18;-111512.3812;12030999;137.13
1-01841-7501;5860 WEST 106 STREET;MANHATTAN VALLEY;R2-CONDOMINIUM;20;1910;1033.5;23.2;6.25;-123040.8523;1694011;81.96
1-01841-7503;455 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;98;2002;2245.479592;30.4;12.34;-56678.68989;29722998;135.07
1-01842-7501;467 CENTRAL PARK WEST;MANHATTAN VALLEY;R4-CONDOMINIUM;99;1929;1169.939394;23.38;7.14;-108876.5475;8095998;69.9
1-01842-7502;69 WEST 106 STREET;MANHATTAN VALLEY;R2-CONDOMINIUM;11;1900;837.7272727;28.68;11.12;-152182.0845;1214999;131.85
1-01843-7501;67 WEST 107 STREET;MANHATTAN VALLEY;R2-CONDOMINIUM;56;1929;683.125;24.67;10.6;-186781.6331;3912001;102.26
1-01845-7501;300 CATHEDRAL PARKWAY;MANHATTAN VALLEY;R4-CONDOMINIUM;342;1989;997.7309942;29.09;12.15;-127993.7422;43379990;127.13
1-01845-7501;301 CATHEDRAL PARKWAY;MANHATTAN VALLEY;R4-CONDOMINIUM;267;1986;1055.501873;29.09;12.15;-121090.6844;35826001;127.12
1-01845-7502;352 CATHEDRAL PARKWAY;MANHATTAN VALLEY;R4-CONDOMINIUM;25;2005;2020.92;29.09;12.15;-63297.68857;6423000;127.13
1-01847-7502;304 WEST 114 STREET;MANHATTAN VALLEY;R4-CONDOMINIUM;12;2007;1041.583333;25.41;10.43;-122916.4113;1357999;108.65
1-01848-7501;304 WEST 115 STREET;MANHATTAN VALLEY;R4-CONDOMINIUM;15;2004;1438.866667;22.78;9.16;-89053.28676;2147000;99.48
1-01848-7502;316 WEST 116 STREET;MANHATTAN VALLEY;R4-CONDOMINIUM;14;1900;1784.785714;17.81;8.39;-71853.96289;1696998;67.92
1-01848-7503;2131 FREDERICK DOUGLASS B;MANHATTAN VALLEY;R4-CONDOMINIUM;73;2007;2095.808219;24.75;8.77;-61242.26723;17769001;116.14
1-01851-7501;750 COLUMBUS AVENUE;UPPER WEST SIDE (96-116);RR-CONDOMINIUM;207;1988;1334.806763;31.72;9.38;-96238.77488;44188000;159.92
1-01852-7501;808 COLUMBUS AVENUE;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;359;2008;1008.969359;31.35;9.75;-127425.3643;58633000;161.87
1-01852-7502;801 AMSTERDAM AVENUE;UPPER WEST SIDE (96-116);RR-CONDOMINIUM;100;2008;778.82;46.22;12.01;-165219.7025;24702404;317.18
1-01859-7501;123 WEST 104 STREET;UPPER WEST SIDE (96-116);RR-CONDOMINIUM;56;1990;706.125;28.04;12.33;-182382.0559;4472000;113.09
1-01862-7501;171 WEST 107 STREET;UPPER WEST SIDE (96-116);RR-CONDOMINIUM;25;1920;1431.68;5.71;2.86;-90028.95186;454300;12.69
1-01868-7501;275 WEST 96 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;302;1983;1185.430464;33.47;11.81;-108821.8789;46419746;129.66
1-01869-7501;2576 BROADWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;56;1901;1432.892857;28.66;10.84;-90103.66008;10745000;133.91
1-01869-7502;780 WEST END AVENUE;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;61;1914;1605.737705;25.52;9.19;-80472.0541;11653997;118.98
1-01869-7503;240 WEST 98 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;166;1923;1610.36747;25.85;8.72;-80307.83932;33171002;124.09
1-01870-7501;243 WEST 98 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;31;1920;1605.806452;31.66;12.41;-80603.27098;7148998;143.61
1-01870-7502;2600 BROADWAY;UPPER WEST SIDE (96-116);R9-CONDOMINIUM;79;1911;2071.088608;21.31;6.85;-62547.47993;17355000;106.07
1-01870-7503;251 WEST 98 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;32;1912;1023.5;35.73;10.65;-126672.6856;6068000;185.27
1-01871-7501;245 WEST 99 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;68;2006;2241.5;40.07;12.89;-57888.74158;31309001;205.41
1-01871-7502;2628 BROADWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;64;2005;2076.640625;40.07;12.89;-62536.45106;27300000;205.41
1-01874-7501;2681 BROADWAY;UPPER WEST SIDE (96-116);R9-CONDOMINIUM;345;1927;643.4028986;25.6;7.71;-202010.0557;28782000;129.66
1-01876-7501;209 WEST 104 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;46;1930;724.4347826;31.66;12.41;-179563.4045;4785005;143.59
1-01878-7501;2770 BROADWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;64;2004;2091.75;31.13;8.5;-62239.79753;22624000;169
1-01881-7501;504 CATHEDRAL PARKWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;148;1920;723.6621622;25.32;6.03;-180053.931;14994009;140
1-01881-7502;520 CATHEDRAL PARKWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;36;1911;1660.25;30.92;9.56;-78546.20545;9538001;159.58
1-01881-7503;514 CATHEDRAL PARKWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;49;1900;1134.244898;30.92;9.56;-115067.2649;8869003;159.58
1-01882-7501;527 CATHEDRAL PARKWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;56;1920;1258.803571;30.93;9.58;-103767.2451;11244005;159.51
1-01882-7502;545 CATHEDRAL PARKWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;55;2005;1451;32.86;11.57;-90096.9671;12633998;158.31
1-01883-7501;2860 BROADWAY;UPPER WEST SIDE (96-116);R9-CONDOMINIUM;135;1930;1093.688889;25.59;10.36;-119630.748;16379000;110.93
1-01883-7502;516 WEST 112 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;71;1990;655.9577465;30.45;11.95;-199627.0965;6443002;138.34
1-01887-7501;306 WEST 97 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;61;1920;1481.737705;16.6;7.52;-88446.86917;5389975;59.63
1-01888-7501;318 WEST 100 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;33;1910;1196.969697;20.63;8;-109579.3668;3666998;92.84
1-01888-7502;314 WEST 100 STREET;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;33;1940;1367.272727;29.85;12.37;-96009.59593;5910000;130.98
1-01888-7503;817 WEST END AVENUE;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;76;1920;1529.671053;15.7;5.9;-85887.36928;7794000;67.04
1-01889-7501;825 WEST END AVENUE;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;106;1928;1848.783019;23.11;8;-71121.1331;21616001;110.3
1-01891-7502;905 WEST END AVENUE;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;53;1920;2497.679245;18.43;8.5;-52687.1751;9461004;71.47
1-01893-7501;301 WEST 108 STREET;UPPER WEST SIDE (96-116);R9-CONDOMINIUM;137;1920;1205.153285;27.42;10.07;-109283.8446;20774000;125.82
1-01893-7502;610 CATHEDRAL PARKWAY;UPPER WEST SIDE (96-116);R4-CONDOMINIUM;67;1922;1548.492537;18.86;6.37;-85122.72528;9310000;89.74
1-01894-7501;2849 BROADWAY;UPPER WEST SIDE (96-116);R9-CONDOMINIUM;151;1926;1277.172185;24.77;9.58;-103290.7128;21288000;110.38
1-01896-7501;2931 BROADWAY;UPPER WEST SIDE (96-116);R9-CONDOMINIUM;46;1911;1376.086957;26.37;10.43;-95944.62419;7300000;115.32
1-01901-7501;106 WEST 117 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;28;2004;1889.857143;23.71;10.65;-69918.65337;5038000;95.21
1-01901-7501;101 WEST 117 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;23;2004;1639.956522;23.71;10.65;-80638.95919;3591000;95.2
1-01903-7501;100 WEST 119 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;25;1910;1773.16;19.05;8.84;-74642.16856;3248002;73.27
1-01908-7502;138 WEST 124 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;21;1906;2237.666667;23.71;10.65;-59195.87136;4474000;95.21
1-01908-7504;117 WEST 123 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;26;2008;1088.461538;30;8.83;-121794.6102;4484000;158.45
1-01914-7502;381 LENOX AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;19;2007;1542.894737;23.71;10.65;-85992.17179;2790997;95.21
1-01914-7503;2185 ADAM C POWELL BOULEV;HARLEM-CENTRAL;RR-CONDOMINIUM;48;2007;1138.083333;28.04;12.33;-116674.2241;6178000;113.09
1-01917-7501;2257 ADAM C POWELL BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;11;2007;745;28.04;12.33;-178380.014;926999;113.12
1-01918-7501;161 WEST 133 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;12;1910;953;27.87;11.45;-139560.5781;1345001;117.61
1-01922-7501;227 WEST 116 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;16;1910;950.625;23.71;10.65;-140022.9865;1253995;82.45
1-01923-7501;257 WEST 117 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;47;1892;1859.574468;23.71;10.65;-71638.68635;8320999;95.21
1-01924-7501;163 ST NICHOLAS AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;64;2003;988.3125;23.71;10.65;-134902.2628;6021997;95.21
1-01924-7502;2216 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;74;2003;808.7027027;23.71;10.65;-164997.2391;5696999;95.2
1-01924-7502;276 WEST 119 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;22;2004;886.3636364;23.71;10.65;-150662.5816;1856000;95.18
1-01928-7503;252 WEST 123 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;6;1910;1289.833333;25.48;8.78;-103618.0031;881001;113.84
1-01928-7503;256 WEST 123 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;6;1910;1100.166667;25.48;8.78;-121579.8286;749101;113.48
1-01928-7506;2280 FREDERICK DOUGLASS B;HARLEM-CENTRAL;R4-CONDOMINIUM;89;2008;1226.865169;30;8.36;-109112.3938;17688028;161.99
1-01929-7501;2292 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;10;1900;1416;23.71;10.65;-94614.62991;1346999;95.13
1-01929-7504;2300 FREDERICK DOUGLASS B;HARLEM-CENTRAL;R4-CONDOMINIUM;44;2008;1258.613636;20.95;6.32;-106531.848;5818358;105.06
1-01930-7501;267 WEST 124 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;11;1910;2293.636364;23.71;10.65;-58505.59364;2402001;95.2
1-01941-7501;239 WEST 135 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;12;2008;811.75;19.04;6.46;-165443.3971;2039000;209.32
1-01942-7501;273 WEST 136 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;32;1994;1096.3125;19.38;8.87;-122598.9836;2643996;75.37
1-01942-7502;2322 ADAM C POWELL BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;36;1933;1066.277778;19.38;8.87;-126153.7298;2893001;75.37
1-01943-7501;352 WEST 117 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;41;1900;1108.195122;23.71;10.65;-121479.5451;4325999;95.21
1-01943-7503;304 WEST 117 STREET;HARLEM-CENTRAL;RR-CONDOMINIUM;95;2005;1551.621053;19.07;7.44;-86832.51596;8767000;59.48
1-01944-7502;370 WEST 118 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;49;1931;1297.673469;24.76;5.6;-103908.4821;6779998;106.63
1-01945-7502;309 WEST 118 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;48;2003;2260.625;23.71;10.65;-59694.73087;10331002;95.21
1-01945-7503;444 MANHATTAN AVENUE;HARLEM-CENTRAL;RR-CONDOMINIUM;123;2004;807.1138211;22.33;7.7;-167331.4445;10503000;105.8
1-01945-7504;2187 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;93;2006;1167.44086;23.71;10.65;-115777.7209;10336002;95.2
1-01946-7501;313 WEST 119 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;54;2006;1248.388889;23.71;10.65;-108357.0703;6417998;95.2
1-01946-7502;454 MANHATTAN AVENUE;HARLEM-CENTRAL;RR-CONDOMINIUM;125;2007;936.24;15.22;3.08;-144599.5505;9210000;78.7
1-01947-7501;2235 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R9-CONDOMINIUM;74;2003;1264.864865;23.71;10.65;-107116.5841;8911000;95.2
1-01950-7501;258 ST NICHOLAS AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;52;2006;1350.230769;23.71;10.65;-100424.407;6684006;95.2
1-01954-7501;311 WEST 127 STREET;HARLEM-CENTRAL;RR-CONDOMINIUM;39;2009;1096.410256;23.53;8.48;-123771.4114;2338500;54.69
1-01955-7501;368 ST NICHOLAS AVENUE;HARLEM-CENTRAL;R2-CONDOMINIUM;15;1910;1584.333333;19.74;7.62;-85722.09054;1958004;82.39
1-01959-7501;300 WEST 135 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;170;2003;1411.764706;23.71;10.65;-96277.01089;22849001;95.2
1-01960-7502;300 WEST 137 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;28;1994;1498.714286;19.38;8.87;-90763.53499;3162003;75.35
1-01988-7501;519 WEST 135 STREET;HARLEM-WEST;R4-CONDOMINIUM;13;2002;1681.692308;23.71;10.65;-80952.22083;2080999;95.19
1-01988-7502;504 WEST 136 STREET;HARLEM-WEST;R4-CONDOMINIUM;29;2006;1079.586207;23.71;10.65;-126200.9896;2980998;95.22
1-01995-7501;31 TIEMANN PLACE;MORNINGSIDE HEIGHTS;R9-CONDOMINIUM;48;1926;772.9791667;19.37;8.96;-176399.2797;2769000;74.63
1-02007-7501;555 LENOX AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;32;1910;744.4375;23.71;10.65;-183307.6501;2267999;95.21
1-02011-7501;147 WEST 142 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;10;2008;1192.8;23.71;10.65;-114494.6423;1135000;95.15
1-02023-7503;297 WEST 137 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;28;1993;1106.285714;19.38;8.87;-123546.1402;2333998;75.35
1-02025-7501;202 WEST 140 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;29;1926;1054.62069;21.26;7.24;-129701.0875;3145998;102.86
1-02034-7501;255 WEST 148 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;104;1920;1378.740385;23.71;10.65;-99288.86719;13651000;95.2
1-02041-7502;300 WEST 138 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;28;1994;1292.428571;19.19;6.33;-106003.2985;3338001;92.24
1-02041-7503;2605 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;14;1894;1307.571429;23.71;10.65;-104858.3726;1743000;95.21
1-02042-7502;2611 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R2-CONDOMINIUM;47;1896;1629.446809;18.29;6.89;-84211.3605;6281996;82.03
1-02044-7501;300 WEST 145 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;128;2003;1656.617188;23.71;10.65;-82895.46565;20188000;95.21
1-02044-7502;24 BRADHURST AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;26;1920;1361.153846;19.37;8.96;-100968.8759;2642000;74.65
1-02045-7501;68 BRADHURST AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;180;2005;1137.972222;23.71;10.65;-120866.1263;19500992;95.2
1-02045-7502;102 BRADHURST AVENUE;HARLEM-CENTRAL;R9-CONDOMINIUM;135;2005;1215.444444;23.71;10.65;-113251.0956;15621000;95.2
1-02045-7503;130 BRADHURST AVENUE;HARLEM-CENTRAL;R9-CONDOMINIUM;134;2007;1202.656716;23.71;10.65;-114545.1845;15343000;95.21
1-02051-7501;330 WEST 145 STREET;HARLEM-CENTRAL;R9-CONDOMINIUM;77;2001;1192.961039;23.71;10.65;-115566.7717;8745000;95.2
1-02066-7501;443 WEST 151 STREET;HARLEM-UPPER;R2-CONDOMINIUM;38;1926;659.2105263;22.39;7.94;-209303.0542;2646002;105.63
1-02067-7501;469 WEST 152 STREET;HARLEM-UPPER;R4-CONDOMINIUM;6;1920;1065;19.37;8.96;-129655.3024;476001;74.49
1-02067-7501;479 WEST 152 STREET;HARLEM-UPPER;R4-CONDOMINIUM;20;1920;878.25;19.37;8.96;-157348.1556;1311001;74.64
1-02079-7501;529 WEST 147 STREET;HARLEM-UPPER;R4-CONDOMINIUM;12;2005;1000;23.71;10.65;-138299.1382;1142004;95.17
1-02090-7501;660 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;54;1908;571.962963;19.37;8.96;-241986.4007;2305012;74.63
1-02090-7502;668 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;64;1907;673.984375;19.37;8.96;-205517.1966;3220000;74.65
1-02092-7501;680 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;25;1926;965.28;19.37;8.96;-143609.6261;1800999;74.63
1-02093-7501;690 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;35;1920;869.7428571;19.37;8.96;-159508.7782;2272000;74.64
1-02094-7501;706 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;50;1913;1720.4;19.37;8.96;-80702.01174;6421002;74.65
1-02094-7502;700 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;36;1920;1071.611111;19.37;8.96;-129662.5801;1650003;42.77
1-02095-7501;608 WEST 149 STREET;HARLEM-UPPER;R4-CONDOMINIUM;49;2005;1383.77551;21.64;6.56;-100490.2754;7495006;110.54
1-02096-7501;725 RIVERSIDE DRIVE;HARLEM-UPPER;R4-CONDOMINIUM;74;1912;1447.297297;19.37;8.96;-96154.46872;7993998;74.64
1-02122-7501;540 WEST 163 STREET;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;13;2008;1696.307692;23.81;6.12;-82103.16081;2827999;128.24
1-02134-7501;801 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;48;1920;1093.25;18.31;9.23;-127491.7391;3428002;65.33
1-02134-7502;779 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;93;1930;1050;16.2;9.17;-132846.1565;4673994;47.86
1-02134-7503;807 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;53;1900;1098.679245;11.62;6.22;-127058.5437;1693970;29.09
1-02136-7501;812 RIVERSIDE DRIVE;WASHINGTON HEIGHTS LOWER;R4-CONDOMINIUM;41;1920;1254.292683;17.24;9.49;-111381.2648;2877999;55.96
1-02164-7501;4260 BROADWAY;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;113;1969;971.2566372;21.6;10.59;-143950.4459;8769541;79.9
1-02179-7501;255 CABRINI BOULEVARD;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;79;1937;1289.164557;22.8;7.95;-108536.1413;10988001;107.89
1-02179-7502;92 PINEHURST AVENUE;WASHINGTON HEIGHTS UPPER;RR-CONDOMINIUM;72;1928;1013.694444;15.41;7.03;-138137.3529;3982000;54.56
1-02179-7503;340 CABRINI BOULEVARD;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;20;2002;1141.9;29.85;12.37;-122722.8196;2991000;130.97
1-02180-7501;1 BENNETT AVENUE;WASHINGTON HEIGHTS UPPER;R9-CONDOMINIUM;65;1950;854.1846154;19.37;8.96;-164186.1791;4144000;74.64
1-02180-7503;736 WEST 187 STREET;WASHINGTON HEIGHTS UPPER;R4-CONDOMINIUM;56;2003;1352.946429;28.04;12.33;-103739.0881;8567994;113.09
1-02221-7501;571 ACADEMY STREET;INWOOD;R4-CONDOMINIUM;89;1925;864.8314607;13.37;6.83;-162414.9395;3338998;43.38
1-02248-7501;175 PAYSON AVENUE;INWOOD;R4-CONDOMINIUM;12;2006;912.5;21.6;10.59;-154048.9533;884000;80.73
